Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
1086,2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,600000.0,89900.0,Diesel,Chennai,8,6.0
1087,2012,Mahindra,Mahindra XUV500 W8 AWD,XUV500,800000.0,85000.0,Diesel,Chennai,24,9.0
1088,2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000.0,19900.0,Diesel,Chennai,24,2.0
1089,2012,Mahindra,Mahindra XUV500 W8 AWD,XUV500,800000.0,85000.0,Diesel,Chennai,24,9.0
1090,2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2150000.0,83000.0,Diesel,Chennai,10,8.0
1091,2016,Honda,Honda City V,City,790000.0,45000.0,Petrol,Chennai,7,5.0
1092,2014,Hyundai,Hyundai Elite i20 Magna 1.4 CRDI,Elite,550000.0,52000.0,Diesel,Chennai,14,7.0
1093,2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,425000.0,35000.0,Petrol,Chennai,32,5.0
1094,2016,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1700000.0,79900.0,Diesel,Chennai,1,5.0
1095,2012,Audi,Audi A6 3.0 TDI quattro Premium Plus,A6,1450000.0,55000.0,Diesel,Chennai,10,9.0
1096,2018,Renault,Renault Duster 110 PS RXZ 4X2 AMT Diesel,Duster,925000.0,50000.0,Diesel,Chennai,15,3.0
1097,2015,Toyota,Toyota Innova 2.5 GX BS III 8 STR,Innova,1350000.0,85000.0,Diesel,Chennai,1,6.0
1098,2015,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2350000.0,43000.0,Diesel,Chennai,2,6.0
1099,2012,Mercedes-Benz,Mercedes-Benz GL 350 CDI BlueEFFICIENCY,GL,2400000.0,148000.0,Diesel,Chennai,2,9.0
1100,2015,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,575000.0,39000.0,Petrol,Chennai,14,6.0
1101,2018,Hyundai,Hyundai Verna SX Plus 1.6 VTVT AT,Verna,1200000.0,19900.0,Petrol,Chennai,14,3.0
1102,2017,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2017-2019],Celerio,470000.0,51000.0,Petrol,Chennai,32,4.0
1103,2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3500000.0,30980.0,Diesel,Chennai,18,4.0
1104,2016,Audi,Audi Q3 30 TDI S,Q3,1395000.0,72000.0,Diesel,Chennai,10,5.0
1105,2014,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,2800000.0,27000.0,Diesel,Chennai,4,7.0
1106,2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,650000.0,18000.0,Petrol,Chennai,14,3.0
1107,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXi,Ciaz,675000.0,62000.0,Petrol,Chennai,32,6.0
1108,2016,Hyundai,Hyundai Creta 1.4 S,Creta,770000.0,175000.0,Diesel,Chennai,14,5.0
1109,2011,Nissan,Nissan Micra XE Petrol,Micra,225000.0,51000.0,Petrol,Chennai,11,10.0
1110,2016,Hyundai,Hyundai Creta 1.4 S,Creta,925000.0,40000.0,Diesel,Chennai,14,5.0
1111,2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000.0,14000.0,Petrol,Chennai,14,2.0
1112,2011,Nissan,Nissan Micra XE Petrol,Micra,225000.0,51000.0,Petrol,Chennai,11,10.0
1113,2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000.0,14000.0,Petrol,Chennai,14,2.0
1114,2017,Ford,Ford Endeavour Titanium 2.2 4x2 AT [2016-2018],Endeavour,2280000.0,41000.0,Diesel,Chennai,8,4.0
1115,2014,Skoda,Skoda Rapid Ambition 1.6 TDI CR MT,Rapid,529000.0,49000.0,Diesel,Chennai,27,7.0
1116,2016,Ford,Ford EcoSport Titanium 1.5L Ti-VCT AT,EcoSport,680000.0,69000.0,Petrol,Chennai,8,5.0
1117,2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000.0,66000.0,Petrol,Chennai,14,9.0
1118,2017,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2,Baleno,650000.0,32000.0,Petrol,Chennai,32,4.0
1119,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,700000.0,60000.0,Petrol,Chennai,3,6.0
1120,2017,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,910000.0,48000.0,Diesel,Chennai,32,4.0
1121,2018,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,825000.0,22000.0,Petrol,Chennai,32,3.0
1122,2012,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2350000.0,63000.0,Diesel,Chennai,18,9.0
1123,2012,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1400000.0,87500.0,Diesel,Chennai,2,9.0
1124,2020,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2550000.0,9500.0,Diesel,Chennai,1,1.0
1125,2017,Hyundai,Hyundai Grand i10 Era U2 1.2 CRDi,Grand,380000.0,62000.0,Diesel,Chennai,14,4.0
1126,2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2650000.0,81296.0,Diesel,Chennai,10,3.0
1127,2018,Hyundai,Hyundai Verna 1.6 CRDI SX (O),Verna,1250000.0,38000.0,Diesel,Chennai,14,3.0
1128,2017,Hyundai,Hyundai Elite i20 Asta 1.4 CRDI,Elite,750000.0,40000.0,Diesel,Chennai,14,4.0
1129,2019,Hyundai,Hyundai Creta EX 1.4 CRDi,Creta,990000.0,58000.0,Diesel,Chennai,14,2.0
1130,2011,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,869999.9999999999,120000.0,Diesel,Chennai,1,10.0
1131,2018,Maruti Suzuki,Maruti Suzuki Ciaz Delta Hybrid 1.5 [2018-2020],Ciaz,869999.9999999999,38000.0,Petrol,Chennai,32,3.0
1132,2015,Mahindra,Mahindra Thar CRDe 4x4 AC,Thar,750000.0,64000.0,Diesel,Chennai,24,6.0
1133,2010,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,240000.0,90000.0,Petrol,Chennai,32,11.0
1134,2015,Hyundai,Hyundai Creta 1.6 SX Plus AT,Creta,925000.0,84000.0,Diesel,Chennai,14,6.0
1135,2019,Mahindra,Mahindra TUV300 T6 Plus,TUV300,945000.0,39000.0,Diesel,Chennai,24,2.0
1136,2008,Hyundai,Hyundai i10 Sportz 1.2,i10,250000.0,73000.0,Petrol,Chennai,14,13.0
1137,2016,Ford,Ford Figo Titanium1.5 TDCi,Figo,475000.0,40000.0,Diesel,Chennai,8,5.0
1138,2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2225000.0,65000.0,Diesel,Chennai,8,5.0
1139,2016,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,690000.0,70000.0,Diesel,Chennai,15,5.0
1140,2014,Hyundai,Hyundai Elite i20 Era 1.2,Elite,515000.00000000006,29000.0,Petrol,Chennai,14,7.0
1141,2015,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,325000.0,54000.0,Petrol,Chennai,14,6.0
1142,2019,Kia,Kia Seltos GTX 1.4 Dual Tone,Seltos,1590000.0,7000.0,Petrol,Chennai,20,2.0
1143,2019,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,890000.0,45000.0,Diesel,Chennai,8,2.0
1144,2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2090000.0,74000.0,Diesel,Chennai,8,5.0
1145,2012,Mahindra,Mahindra XUV500 W8,XUV500,750000.0,130000.0,Diesel,Chennai,24,9.0
1146,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,575000.0,68000.0,Diesel,Chennai,8,5.0
1147,2017,Honda,Honda Jazz V Petrol,Jazz,725000.0,13000.0,Petrol,Chennai,7,4.0
1148,2016,Mahindra,Mahindra TUV300 T8,TUV300,675000.0,64000.0,Diesel,Chennai,24,5.0
1149,2011,Ford,Ford Endeavour 2.5L 4x2,Endeavour,950000.0,60000.0,Diesel,Chennai,8,10.0
1150,2017,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,550000.0,44000.0,Petrol,Chennai,14,4.0
1151,2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2290000.0,61000.0,Diesel,Chennai,8,4.0
1152,2014,Toyota,Toyota Innova 2.5 G 7 STR BS-IV,Innova,1149000.0,112000.0,Diesel,Chennai,1,7.0
1153,2012,BMW,BMW X1 sDrive20d,X1,1385000.0,59000.0,Diesel,Chennai,4,9.0
1154,2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2400000.0,90000.0,Diesel,Chennai,8,4.0
1155,2012,Mahindra,Mahindra Scorpio SLE 2.6 CRDe,Scorpio,650000.0,135000.0,Diesel,Chennai,24,9.0
1156,2016,BMW,BMW X3 xDrive-20d xLine,X3,3400000.0,40000.0,Diesel,Chennai,4,5.0
1157,2013,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1250000.0,130000.0,Diesel,Chennai,1,8.0
1158,2019,Maruti Suzuki,Maruti Suzuki Swift Dzire LDI,Swift,600000.0,62000.0,Diesel,Chennai,32,2.0
1159,2017,Hyundai,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],Grand,380000.0,65000.0,Diesel,Chennai,14,4.0
1160,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,750000.0,34000.0,Diesel,Chennai,8,5.0
1161,2015,Hyundai,Hyundai Eon D-Lite +,Eon,320000.0,36000.0,Petrol,Chennai,14,6.0
1162,2020,Hyundai,Hyundai Tucson GL 2WD AT Petrol,Tucson,2500000.0,4500.0,Petrol,Chennai,14,1.0
1163,2013,Skoda,Skoda Laura Ambition 1.8 TSI,Laura,625000.0,106000.0,Petrol,Chennai,27,8.0
1164,2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2300000.0,40000.0,Diesel,Chennai,1,3.0
1165,2016,BMW,BMW X1 sDrive20d xLine,X1,2600000.0,37000.0,Diesel,Chennai,4,5.0
1166,2019,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1380000.0,32000.0,Petrol,Chennai,14,2.0
1167,2017,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,6500000.0,11100.0,Petrol,Chennai,8,4.0
1168,2017,Volvo,Volvo S60 Polestar [2017-2020],S60,3950000.0,49855.0,Petrol,Chennai,9,4.0
1169,2015,Audi,Audi A8 L 3.0 TDI quattro,A8,4500000.0,57700.0,Diesel,Chennai,10,6.0
1170,2019,Honda,Honda City V Petrol,City,1050000.0,24000.0,Petrol,Chennai,7,2.0
1171,2017,Volkswagen,Volkswagen Ameo Highline1.5L (D) [2016-2018],Ameo,575000.0,55000.0,Diesel,Chennai,3,4.0
1172,2015,Hyundai,Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Grand,445000.0,65000.0,Diesel,Chennai,14,6.0
1173,2012,Toyota,Toyota Corolla Altis G Diesel,Corolla,650000.0,77000.0,Diesel,Chennai,1,9.0
1174,2016,Jaguar,Jaguar XF 3.0 V6 Premium Luxury,XF,2850000.0,63000.0,Diesel,Chennai,40,5.0
1175,2013,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,M-Class,2400000.0,120000.0,Diesel,Chennai,2,8.0
1176,2017,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,785000.0,49000.0,Petrol,Chennai,32,4.0
1177,2017,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,875000.0,10001.0,Petrol,Chennai,14,4.0
1178,2019,Renault,Renault Duster 85 PS RXS 4X2 MT Diesel,Duster,1090000.0,16000.0,Diesel,Chennai,15,2.0
1179,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000.0,35000.0,Petrol,Chennai,32,3.0
1180,2018,Honda,Honda Jazz V Diesel,Jazz,750000.0,29000.0,Diesel,Chennai,7,3.0
1181,2018,Honda,Honda City VX Diesel,City,990000.0,41000.0,Diesel,Chennai,7,3.0
1182,2020,Kia,Kia Sonet GTX Plus 1.0 iMT [2020-2021],Sonet,1450000.0,3000.0,Petrol,Chennai,20,1.0
1183,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000.0,76000.0,Diesel,Chennai,10,6.0
1184,2020,BMW,BMW X4 M [2019],X4,6800000.0,20000.0,Petrol,Chennai,4,1.0
1185,2017,Tata,Tata Hexa XT 4x4 7 STR,Hexa,1075000.0,85000.0,Diesel,Chennai,40,4.0
1186,2012,Renault,Renault Duster 110 PS RxL Diesel,Duster,525000.0,65000.0,Diesel,Chennai,15,9.0
1187,2015,Skoda,Skoda Rapid 1.5 TDI CR Elegance AT,Rapid,790000.0,57000.0,Diesel,Chennai,27,6.0
1188,2017,Maruti Suzuki,Maruti Suzuki Ignis Zeta 1.2 MT,Ignis,485000.0,24000.0,Petrol,Chennai,32,4.0
1189,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000.0,35000.0,Petrol,Chennai,32,3.0
1190,2018,Honda,Honda Jazz V Diesel,Jazz,750000.0,29000.0,Diesel,Chennai,7,3.0
1191,2018,Honda,Honda City VX Diesel,City,990000.0,41000.0,Diesel,Chennai,7,3.0
1192,2019,Renault,Renault Duster 85 PS RXS 4X2 MT Diesel,Duster,1090000.0,16000.0,Diesel,Chennai,15,2.0
1193,2017,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,850000.0,44000.0,Diesel,Chennai,8,4.0
1194,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000.0,41000.0,Diesel,Chennai,1,3.0
1195,2015,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000.0,77000.0,Diesel,Chennai,40,6.0
1196,2014,BMW,BMW X1 sDrive20d,X1,1450000.0,63000.0,Diesel,Chennai,4,7.0
1197,2010,Skoda,Skoda Superb Elegance 2.0 TDI CR AT,Superb,600000.0,104000.0,Diesel,Chennai,27,11.0
1198,2017,Skoda,Skoda Rapid Ambition 1.5 TDI,Rapid,735000.0,112000.0,Diesel,Chennai,27,4.0
1199,2012,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,1190000.0,93000.0,Diesel,Chennai,1,9.0
1200,2017,Skoda,Skoda Octavia 2.0 TDI CR Style Plus AT [2017],Octavia,2000000.0,30000.0,Diesel,Chennai,27,4.0
1201,2019,Skoda,Skoda Rapid ONYX 1.5 TDI LE,Rapid,1090000.0,30000.0,Diesel,Chennai,27,2.0
1202,2020,Volkswagen,Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],Polo,775000.0,16000.0,Petrol,Chennai,3,1.0
1203,2018,Toyota,Toyota Fortuner 2.8 4x2 AT [2016-2020],Fortuner,2700000.0,100000.0,Diesel,Chennai,1,3.0
1204,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000.0,42500.0,Diesel,Chennai,1,3.0
1205,2017,Toyota,Toyota Fortuner 2.8 4x2 MT [2016-2020],Fortuner,2800000.0,420000.0,Diesel,Chennai,1,4.0
1206,2012,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI Elegance,C-Class,1450000.0,48000.0,Diesel,Chennai,2,9.0
1207,2011,BMW,BMW 3 Series 320d,3,1275000.0,64000.0,Diesel,Chennai,4,10.0
1208,2018,Toyota,Toyota Fortuner 2.8 4x2 AT [2016-2020],Fortuner,2700000.0,100000.0,Diesel,Chennai,1,3.0
1209,2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000.0,42500.0,Diesel,Chennai,1,3.0
1210,2016,Mercedes-Benz,Mercedes-Benz GLS 350 d,GLS,5200000.0,82420.0,Diesel,Chennai,2,5.0
1211,2011,Mercedes-Benz,Mercedes-Benz C-Class 220 CDI Sport,C-Class,1150000.0,73000.0,Diesel,Chennai,2,10.0
1212,2018,Mercedes-Benz,Mercedes-Benz CLA 200 CDI Sport,CLA,3200000.0,15600.0,Diesel,Chennai,2,3.0
1213,2015,Audi,Audi A3 35 TDI Premium + Sunroof,A3,1850000.0,58600.0,Diesel,Chennai,10,6.0
1214,2019,Mercedes-Benz,Mercedes-Benz GLS 350 d,GLS,7200000.0,58548.0,Diesel,Chennai,2,2.0
1215,2015,BMW,BMW 3 Series 320d Prestige,3,2200000.0,22261.0,Diesel,Chennai,4,6.0
1216,2018,Land Rover,Land Rover Discovery Sport HSE,Discovery,4400000.0,28800.0,Diesel,Chennai,18,3.0
1217,2017,Skoda,Skoda Octavia 2.0 TDI CR Style Plus AT [2017],Octavia,2000000.0,30000.0,Diesel,Chennai,27,4.0
1218,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000.0,43000.0,Diesel,Chennai,7,4.0
1219,2012,Audi,Audi A6 2.0 TDI Premium,A6,1700000.0,76000.0,Diesel,Chennai,10,9.0
1220,2009,Audi,Audi A4 2.0 TFSI,A4,1025000.0,65000.0,Petrol,Chennai,10,12.0
1221,2014,Honda,Honda City VX (O) MT,City,785000.0,20000.0,Petrol,Chennai,7,7.0
1222,2016,BMW,BMW X1 sDrive20d xLine,X1,2600000.0,36000.0,Diesel,Chennai,4,5.0
1223,2014,Ford,Ford EcoSport Titanium 1.0 Ecoboost,EcoSport,525000.0,73000.0,Petrol,Chennai,8,7.0
1224,2016,Hyundai,Hyundai Elite i20 Asta 1.2 (O) [2016],Elite,675000.0,12000.0,Petrol,Chennai,14,5.0
1225,2019,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,850000.0,23000.0,Petrol,Chennai,8,2.0
1226,2020,Audi,Audi A4 35 TDI Premium Plus,A4,4400000.0,16000.0,Diesel,Chennai,10,1.0
1227,2013,Audi,Audi A6 35 TDI Premium,A6,2100000.0,40000.0,Diesel,Chennai,10,8.0
1228,2012,BMW,BMW 5 Series 520d Sedan,5,1800000.0,82000.0,Diesel,Chennai,4,9.0
1229,2019,Mahindra,Mahindra Alturas G4 2WD AT [2018-2020],Alturas,2700000.0,30000.0,Diesel,Chennai,24,2.0
1230,2017,Mercedes-Benz,Mercedes-Benz E-Class E 220 d Avantgarde,E-Class,4500000.0,17000.0,Diesel,Chennai,2,4.0
1231,2013,Honda,Honda Amaze 1.5 S i-DTEC,Amaze,425000.0,100000.0,Diesel,Chennai,7,8.0
1232,2013,Hyundai,Hyundai i20 Magna 1.4 CRDI,i20,410000.0,83000.0,Diesel,Chennai,14,8.0
1233,2018,Hyundai,Hyundai Verna 1.6 CRDI SX (O),Verna,1250000.0,38000.0,Diesel,Chennai,14,3.0
1234,2012,Honda,Honda City 1.5 E MT,City,525000.0,40000.0,Petrol,Chennai,7,9.0
1235,2016,BMW,BMW 7 Series 730Ld DPE (CBU),7,5650000.0,54000.0,Diesel,Chennai,4,5.0
1236,2014,BMW,BMW 3 Series 320d Sport Line,3,2250000.0,55000.0,Diesel,Chennai,4,7.0
1237,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000.0,8000.0,Diesel,Chennai,8,0.0
1238,2014,Fiat,Fiat Abarth 595 Competizione,Abarth,2000000.0,18000.0,Petrol,Chennai,43,7.0
1239,2019,Honda,Honda Jazz VX CVT Petrol,Jazz,900000.0,11505.0,Petrol,Chennai,7,2.0
1240,2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2150000.0,7686.0,Diesel,Chennai,1,3.0
1241,2019,Honda,Honda Jazz VX Petrol,Jazz,900000.0,1664.0,Petrol,Chennai,7,2.0
1242,2016,Hyundai,Hyundai Creta 1.6 SX,Creta,1090000.0,69138.0,Diesel,Chennai,14,5.0
1243,2020,Toyota,Toyota Innova Crysta 2.4 ZX AT 7 STR,Innova,2790000.0,2762.0,Diesel,Chennai,1,1.0
1244,2017,Honda,Honda WR-V VX MT Petrol,WR-V,800000.0,4593.0,Petrol,Chennai,7,4.0
1245,2015,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000.0,75000.0,Diesel,Chennai,32,6.0
1246,2013,Toyota,Toyota Innova 2.5 VX 8 STR BS-III,Innova,1100000.0,107000.0,Diesel,Chennai,1,8.0
1247,2016,Honda,Honda City SV Diesel,City,810000.0,62000.0,Diesel,Chennai,7,5.0
1248,2008,Hyundai,Hyundai Santro Xing GLS,Santro,170000.0,63000.0,Petrol,Chennai,14,13.0
1249,2014,Renault,Renault Duster RXL Petrol,Duster,565000.0,25000.0,Petrol,Chennai,15,7.0
1250,2015,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,400000.0,40000.0,Petrol,Chennai,14,6.0
1251,2018,Hyundai,Hyundai Verna 1.6 CRDI SX,Verna,1025000.0,40000.0,Diesel,Chennai,14,3.0
1252,2010,Tata,Tata Nano LX,Nano,80000.0,10001.0,Petrol,Chennai,40,11.0
1253,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000.0,10000.0,Petrol,Chennai,14,2.0
1254,2016,Mahindra,Mahindra TUV300 T8 AMT mHAWK100,TUV300,875000.0,38000.0,Diesel,Chennai,24,5.0
1255,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,1150000.0,14000.0,Diesel,Chennai,32,2.0
1256,2019,Honda,Honda Jazz VX Petrol,Jazz,790000.0,11000.0,Petrol,Chennai,7,2.0
1257,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000.0,29000.0,Diesel,Chennai,24,3.0
1258,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000.0,2000.0,Petrol,Chennai,24,1.0
1259,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000.0,24800.0,Petrol,Chennai,14,2.0
1260,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000.0,25000.0,Diesel,Chennai,24,1.0
1261,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000.0,46000.0,Diesel,Chennai,7,4.0
1262,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000.0,20000.0,Diesel,Chennai,8,3.0
1263,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000.0,25000.0,Diesel,Chennai,24,1.0
1264,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000.0,20000.0,Diesel,Chennai,8,3.0
1265,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000.0,8000.0,Diesel,Chennai,8,0.0
1266,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000.0,46000.0,Diesel,Chennai,7,4.0
1267,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000.0,10000.0,Petrol,Chennai,14,2.0
1268,2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI MT,Rapid,1175000.0,10000.0,Petrol,Chennai,27,2.0
1269,2019,Jeep,Jeep Compass Limited Plus Petrol AT [2018-2020],Compass,2190000.0,24000.0,Petrol,Chennai,19,2.0
1270,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000.0,29000.0,Diesel,Chennai,24,3.0
1271,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000.0,24800.0,Petrol,Chennai,14,2.0
1272,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000.0,2000.0,Petrol,Chennai,24,1.0
1273,2014,Honda,Honda City VX CVT,City,790000.0,20000.0,Petrol,Chennai,7,7.0
1274,2015,Volkswagen,Volkswagen Vento Highline Diesel,Vento,620000.0,54000.0,Diesel,Chennai,3,6.0
1275,2010,Maruti Suzuki,Maruti Suzuki Ritz VXI BS-IV,Ritz,285000.0,72000.0,Petrol,Chennai,32,11.0
1276,2014,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1850000.0,72000.0,Diesel,Chennai,10,7.0
1277,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000.0,5700.0,Petrol,Chennai,14,5.0
1278,2014,Mahindra,Mahindra Bolero SLX BS IV,Bolero,540000.0,180000.0,Diesel,Chennai,24,7.0
1279,2018,Hyundai,Hyundai Creta S 1.6 AT CRDi,Creta,1250000.0,40000.0,Diesel,Chennai,14,3.0
1280,2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000.0,60000.0,Petrol,Chennai,8,8.0
1281,2012,Honda,Honda City 1.5 E MT,City,525000.0,40000.0,Petrol,Chennai,7,9.0
1282,2012,Honda,Honda City 1.5 V AT,City,750000.0,65000.0,Petrol,Chennai,7,9.0
1283,2011,Honda,Honda City 1.5 S AT,City,490000.00000000006,80000.0,Petrol,Chennai,7,10.0
1284,2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000.0,33000.0,Petrol,Chennai,14,2.0
1285,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000.0,11500.0,Petrol,Chennai,15,1.0
1286,2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000.0,40000.0,Diesel,Chennai,9,2.0
1287,2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000.0,40000.0,Diesel,Chennai,9,2.0
1288,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000.0,11500.0,Petrol,Chennai,15,1.0
1289,2010,Mercedes-Benz,Mercedes-Benz S-Class 350 CDI L,S-Class,2400000.0,57000.0,Diesel,Chennai,2,11.0
1290,2005,Mercedes-Benz,Mercedes-Benz C-Class 200 K AT,C-Class,550000.0,74000.0,Petrol,Chennai,2,16.0
1291,2011,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI,C-Class,1250000.0,97000.0,Diesel,Chennai,2,10.0
1292,2007,Honda,Honda CR-V 2.4 MT,CR-V,475000.0,120000.0,Petrol,Chennai,7,14.0
1293,2021,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000.0,2000.0,Petrol,Chennai,14,0.0
1294,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000.0,57000.0,Petrol,Chennai,14,5.0
1295,2014,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000.0,78000.0,Diesel,Chennai,40,7.0
1296,2019,Volkswagen,Volkswagen Passat Highline,Passat,2850000.0,25000.0,Diesel,Chennai,3,2.0
1297,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,600000.0,66000.0,Petrol,Chennai,3,6.0
1298,2016,BMW,BMW 7 Series 730Ld DPE (CBU),7,5650000.0,54000.0,Diesel,Chennai,4,5.0
1299,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXi,Wagon,300000.0,76000.0,Petrol,Chennai,32,9.0
1300,2019,Maruti Suzuki,Maruti Suzuki Alto K10 VXi,Alto,390000.0,13000.0,Petrol,Chennai,32,2.0
1301,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,950000.0,25000.0,Petrol,Chennai,32,3.0
1302,2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000.0,66000.0,Petrol,Chennai,14,9.0
1303,2014,Volkswagen,Volkswagen Vento Highline Diesel,Vento,575000.0,86000.0,Diesel,Chennai,3,7.0
1304,2018,Jeep,Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Compass,1650000.0,39500.0,Diesel,Chennai,19,3.0
